Grid,Date,Burrow or other,Comments,GPS code,Precision,X (west-to-east),Y (south-to-north),Mean X (west-to-east),Mean Y (south-to-north),DATUM (original PS56=yellow),Huso,Mean X (WGS84),Mean Y (WGS84),Scaled X,Scaled Y,,,,,,,,,,,,,,,,,,
,22-Jul-22,12m NE35,,284,3,325217.0,6291818.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,12m NE35,,326,3,325218.0,6291819.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,18m NE7,,18mNE7,3,325209.0,6291788.0,325208.7,6291788.0,wgs84,19,325209,6291788,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,18m NE7,,285,3,325208.0,6291788.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,18m NE7,,327,3,325209.0,6291788.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,47,,R47,3,325196.0,6291790.0,325196.0,6291790.0,wgs84,19,325196,6291790,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,47,,286,3,325196.0,6291790.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,47,,328,3,325196.0,6291790.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,8m N1,,8mN1,3,325173.0,6291748.0,325172.0,6291749.0,wgs84,19,325172,6291749,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,8m N1,,287,3,325171.0,6291751.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,8m N1,,329,3,325172.0,6291748.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,43,,R43,3,325167.0,6291757.0,325166.0,6291756.7,wgs84,19,325166,6291757,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,43,,288,3,325166.0,6291757.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,43,,330,3,325165.0,6291756.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,ANDAMIO E 2022,,ANDAMIO E,3,325158.0,6291752.0,325157.7,6291751.7,wgs84,19,325158,6291752,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,ANDAMIO E 2022,,289,3,325158.0,6291752.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,ANDAMIO E 2022,,331,3,325157.0,6291751.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,44,,R44,3,325161.0,6291746.0,325160.0,6291746.3,wgs84,19,325160,6291746,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,44,,290,3,325160.0,6291746.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,44,,332,3,325159.0,6291747.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,45,,R45,3,325161.0,6291739.0,325159.3,6291738.3,wgs84,19,325159,6291738,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,45,,291,3,325158.0,6291738.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,45,,333,3,325159.0,6291738.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,64,,R64,3,325159.0,6291776.0,325157.7,6291776.0,wgs84,19,325158,6291776,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,64,,292,3,325158.0,6291776.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,64,,334,3,325156.0,6291776.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,14m W43,,14mW43,3,325152.0,6291761.0,325150.7,6291761.0,wgs84,19,325151,6291761,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,14m W43,,293,3,325151.0,6291761.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,14m W43,,335,3,325149.0,6291761.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,59,,R59,3,325125.0,6291758.0,325123.3,6291757.3,wgs84,19,325123,6291757,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,59,,294,3,325123.0,6291758.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,59,,336,3,325122.0,6291756.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,53,,R53,3,325139.0,6291791.0,325139.3,6291790.0,wgs84,19,325139,6291790,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,53,,295,3,325140.0,6291790.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,53,,337,3,325139.0,6291789.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,52,,R52,3,325130.0,6291804.0,325129.0,6291803.7,wgs84,19,325129,6291804,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,52,,296,3,325129.0,6291804.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,52,,338,3,325128.0,6291803.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,15m W51,,15mW51,3,325108.0,6291817.0,325105.7,6291817.7,wgs84,19,325106,6291818,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,15m W51,,297,3,325106.0,6291818.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,15m W51,,339,3,325103.0,6291818.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,51,,R51,3,325123.0,6291817.0,325122.7,6291816.3,wgs84,19,325123,6291816,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,51,,298,3,325123.0,6291816.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,51,,340,3,325122.0,6291816.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,24m N21,,24mN21,3,325144.0,6291841.0,325143.7,6291839.3,wgs84,19,325144,6291839,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,24m N21,,299,3,325143.0,6291839.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,24m N21,,341,3,325144.0,6291838.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,40m N51,,40mN51,3,325118.0,6291862.0,325118.0,6291863.3,wgs84,19,325118,6291863,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,40m N51,,300,3,325117.0,6291864.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,40m N51,,342,3,325119.0,6291864.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,55m NW51,,55mNW51,3,325106.0,6291871.0,325106.0,6291870.3,wgs84,19,325106,6291870,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,55m NW51,,301,3,325107.0,6291870.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,55m NW51,,343,3,325105.0,6291870.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,61,,R61,3,325021.0,6291862.0,325018.7,6291864.7,wgs84,19,325019,6291865,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,61,,302,3,325017.0,6291865.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,61,,344,3,325018.0,6291867.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,27m SE61,,27mSE61,3,325029.0,6291841.0,325027.7,6291839.3,wgs84,19,325028,6291839,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,27m SE61,,303,3,325027.0,6291838.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,27m SE61,,345,3,325027.0,6291839.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,60,,R60,3,325054.0,6291808.0,325053.0,6291807.0,wgs84,19,325053,6291807,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,60,,304,3,325053.0,6291807.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,60,,346,3,325052.0,6291806.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,20m N40,,20mN40,3,325055.0,6291743.0,325052.7,6291742.0,wgs84,19,325053,6291742,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,20m N40,,305,3,325052.0,6291742.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,20m N40,,347,3,325051.0,6291741.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,8m W63,,8mW63,3,325099.0,6291757.0,325098.0,6291756.7,wgs84,19,325098,6291757,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,8m W63,,306,3,325097.0,6291757.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,8m W63,,348,3,325098.0,6291756.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,63,,R63,3,325108.0,6291757.0,325106.7,6291757.0,wgs84,19,325107,6291757,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,63,,307,3,325106.0,6291758.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,63,,349,3,325106.0,6291756.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,10m SE39,,10mSE39,3,325103.0,6291732.0,325103.0,6291731.3,wgs84,19,325103,6291731,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,10m SE39,,308,3,325102.0,6291733.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,10m SE39,,350,3,325104.0,6291729.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,65,,14mS39,3,325100.0,6291725.0,325100.0,6291725.0,wgs84,19,325100,6291725,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,65,,309,3,325099.0,6291726.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,65,,351,3,325101.0,6291724.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,ANDAMIO W 2022,,ANDAMIO W,3,325110.0,6291709.0,325109.0,6291709.7,wgs84,19,325109,6291710,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,ANDAMIO W 2022,,310,3,325108.0,6291710.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,ANDAMIO W 2022,,352,3,325109.0,6291710.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,62,,R62,3,325082.0,6291665.0,325081.3,6291665.0,wgs84,19,325081,6291665,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,62,,312,3,325081.0,6291665.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,62,,354,3,325081.0,6291665.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,55,,R55,3,325065.0,6291668.0,325064.0,6291666.7,wgs84,19,325064,6291667,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,55,,311,3,325063.0,6291666.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,55,,353,3,325064.0,6291666.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,21-Jul-22,54,,R54,3,325128.0,6291707.0,325129.7,6291710.3,wgs84,19,325130,6291710,,,,,,,,,,,,,,,,,,,,
,22-Jul-22,54,,313,3,325130.0,6291712.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Jul-22,54,,355,3,325131.0,6291712.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,67,,67,3,325218.0,6291706.0,325219.0,6291704.7,wgs84,19,325219,6291705,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,67,,356,3,325218.0,6291704.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,67,,368,3,325221.0,6291704.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,8m SW67,,8MSW 67,3,325213.0,6291700.0,325214.0,6291698.3,wgs84,19,325214,6291698,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,8m SW67,,357,3,325213.0,6291698.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,8m SW67,,367,3,325216.0,6291697.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,66,,66,3,325158.0,6291703.0,325158.0,6291700.7,wgs84,19,325158,6291701,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,66,,358,3,325157.0,6291701.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,66,,366,3,325159.0,6291698.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,9m SW16,,9MSW 16,3,325126.0,6291691.0,325126.0,6291692.3,wgs84,19,325126,6291692,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,9m SW16,,359,3,325126.0,6291695.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,9m SW16,,365,3,325126.0,6291691.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,68,,68,3,325112.0,6291684.0,325112.3,6291682.3,wgs84,19,325112,6291682,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,68,,360,3,325111.0,6291683.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,68,,364,3,325114.0,6291680.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,10m NE27,,10MNE 27,3,325095.0,6291760.0,325096.0,6291758.7,wgs84,19,325096,6291759,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,10m NE27,,361,3,325097.0,6291760.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,10m NE27,,363,3,325096.0,6291756.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-22,70m SW40,,70MSW 40,3,324992.0,6291683.0,324991.3,6291681.7,wgs84,19,324991,6291682,,,,,,,,,,,,,,,,,,,,
,10-Nov-22,70m SW40,,362,3,324991.0,6291682.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,11-Nov-22,70m SW40,,369,3,324991.0,6291680.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,69,,69,3,325184.0,6291666.0,325186.0,6291668.0,wgs84,19,325186,6291668,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,69,,370,3,325187.0,6291669.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,69,,395,3,325187.0,6291669.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,70,,70,3,325193.0,6291655.0,325192.0,6291655.3,wgs84,19,325192,6291655,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,70,,373,3,325191.0,6291656.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,70,,396,3,325192.0,6291655.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,71,,71,3,325195.0,6291619.0,325196.3,6291621.0,wgs84,19,325196,6291621,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,71,,375,3,325197.0,6291622.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,71,,398,3,325197.0,6291622.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,13m NW 71,,13NW 71,3,325187.0,6291633.0,325189.0,6291634.3,wgs84,19,325189,6291634,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,13m NW 71,,374,3,325189.0,6291636.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,13m NW 71,,397,3,325191.0,6291634.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,47m S 71,,47MS 71,3,325208.0,6291567.0,325207.0,6291567.0,wgs84,19,325207,6291567,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,47m S 71,,377,3,325207.0,6291567.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,47m S 71,,400,3,325206.0,6291567.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,8m SE 3,,8MSE 3,3,325178.0,6291619.0,325177.3,6291620.0,wgs84,19,325177,6291620,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,8m SE 3,,376,3,325177.0,6291622.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,8m SE 3,,399,3,325177.0,6291619.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,6m SE 5,,6MSE 5,3,325156.0,6291614.0,325156.0,6291615.7,wgs84,19,325156,6291616,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,6m SE 5,,378,3,325156.0,6291617.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,6m SE 5,,401,3,325156.0,6291616.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,72,,72,3,325153.0,6291658.0,325152.0,6291659.7,wgs84,19,325152,6291660,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,72,,379,3,325152.0,6291661.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,72,,402,3,325151.0,6291660.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,8m SW 72,,8MSW 72,3,325147.0,6291649.0,325147.7,6291650.0,wgs84,19,325148,6291650,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,8m SW 72,,380,3,325147.0,6291651.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,8m SW 72,,403,3,325149.0,6291650.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,73,,73,3,325140.0,6291651.0,325138.7,6291652.3,wgs84,19,325139,6291652,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,73,,382,3,325137.0,6291653.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,73,,405,3,325139.0,6291653.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,74,,74,3,325130.0,6291658.0,325129.0,6291658.3,wgs84,19,325129,6291658,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,74,,383,3,325128.0,6291659.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,74,,406,3,325129.0,6291658.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,75,,75,3,325132.0,6291662.0,325131.3,6291664.0,wgs84,19,325131,6291664,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,75,,384,3,325131.0,6291665.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,75,,407,3,325131.0,6291665.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,11m SE 25,,11MSE 25,3,325140.0,6291638.0,325141.0,6291640.7,wgs84,19,325141,6291641,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,11m SE 25,,381,3,325141.0,6291643.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,11m SE 25,,404,3,325142.0,6291641.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,76,,76,3,324989.0,6291724.0,324988.0,6291725.7,wgs84,19,324988,6291726,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,76,,385,3,324988.0,6291726.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,76,,408,3,324987.0,6291727.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,18m SE 59,,18MSE 59,3,325130.0,6291737.0,325129.3,6291738.0,wgs84,19,325129,6291738,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,18m SE 59,,386,3,325129.0,6291739.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,18m SE 59,,409,3,325129.0,6291738.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,77,,77,3,325174.0,6291749.0,325174.7,6291750.7,wgs84,19,325175,6291751,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,77,,387,3,325176.0,6291751.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,77,,410,3,325174.0,6291752.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,7m N 17,,7MN 17,3,325179.0,6291754.0,325180.3,6291756.0,wgs84,19,325180,6291756,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,7m N 17,,388,3,325182.0,6291757.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,7m N 17,,411,3,325180.0,6291757.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,78,,78,3,325181.0,6291715.0,325181.7,6291716.0,wgs84,19,325182,6291716,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,78,,389,3,325182.0,6291716.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,78,,412,3,325182.0,6291717.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,79,,79,3,325201.0,6291719.0,325202.0,6291720.7,wgs84,19,325202,6291721,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,79,,391,3,325202.0,6291721.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,79,,414,3,325203.0,6291722.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,10m N 33,,10MN 33,3,325189.0,6291706.0,325190.7,6291707.3,wgs84,19,325191,6291707,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,10m N 33,,390,3,325191.0,6291708.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,10m N 33,,413,3,325192.0,6291708.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,80,,80,3,325214.0,6291715.0,325213.7,6291715.7,wgs84,19,325214,6291716,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,80,,393,3,325214.0,6291715.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,80,,416,3,325213.0,6291717.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,9m W 67,,9MW 67,3,325211.0,6291706.0,325210.0,6291705.3,wgs84,19,325210,6291705,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,9m W 67,,392,3,325210.0,6291705.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,9m W 67,,415,3,325209.0,6291705.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,17-Nov-23,81,,81,3,325232.0,6291745.0,325232.3,6291747.0,wgs84,19,325232,6291747,,,,,,,,,,,,,,,,,,,,
,24-Nov-23,81,,394,3,325232.0,6291746.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,25-Nov-23,81,,417,3,325233.0,6291750.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,82,,82,3,325121.0,6291688.0,325123.0,6291689.7,wgs84,19,325123,6291690,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,82,,418,3,325127.0,6291692.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,82,,432,3,325121.0,6291689.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,15m SO31,,15M SO31,3,325120.0,6291665.0,325121.0,6291666.7,wgs84,19,325121,6291667,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,15m SO31,,419,3,325121.0,6291668.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,15m SO31,,433,3,325122.0,6291667.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,83,,83,3,325139.0,6291641.0,325139.3,6291640.7,wgs84,19,325139,6291641,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,83,,420,3,325140.0,6291640.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,83,,434,3,325139.0,6291641.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,12m O83,,12M O83,3,325129.0,6291637.0,325127.7,6291637.3,wgs84,19,325128,6291637,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,12m O83,,421,3,325127.0,6291637.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,12m O83,,435,3,325127.0,6291638.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,85,,85,3,325213.0,6291693.0,325213.7,6291695.3,wgs84,19,325214,6291695,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,85,,422,3,325214.0,6291695.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,85,,436,3,325214.0,6291698.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,9m E46,,9M E46,3,325177.0,6291681.0,325177.3,6291681.7,wgs84,19,325177,6291682,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,9m E46,,424,3,325177.0,6291682.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,9m E46,,438,3,325178.0,6291682.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,10m N6,,10M N6,3,325179.0,6291734.0,325181.7,6291735.3,wgs84,19,325182,6291735,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,10m N6,,425,3,325183.0,6291736.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,10m N6,,439,3,325183.0,6291736.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,86,,86,3,325227.0,6291749.0,325228.0,6291750.3,wgs84,19,325228,6291750,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,86,,426,3,325229.0,6291751.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,86,,440,3,325228.0,6291751.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,87,,87,3,325150.0,6291796.0,325150.0,6291797.7,wgs84,19,325150,6291798,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,87,,427,3,325150.0,6291799.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,87,,441,3,325150.0,6291798.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,88,,88,3,325165.0,6291804.0,325165.3,6291804.7,wgs84,19,325165,6291805,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,88,,428,3,325166.0,6291805.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,88,,442,3,325165.0,6291805.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,09-Nov-23,89,,89,3,325162.0,6291796.0,325164.3,6291802.0,wgs84,19,325164,6291802,,,,,,,,,,,,,,,,,,,,
,13-Nov-23,89,,429,3,325166.0,6291805.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
,16-Nov-23,89,,443,3,325165.0,6291805.0,,,wgs84,19,,,,,,,,,,,,,,,,,,,,,,
