"","X","id","proximity","affiliative","agonistic","BordaScore","Borda"
"1",1,6814,-0.921163130407987,-0.3378930992515,-0.990132289197389,13.4555053720295,83
"2",2,6818,-0.889339887046939,0.546303054665337,-0.623270524674054,12.9015821004276,68
"3",3,6819,-0.751439165815728,-0.37547530046765,-0.990132289197389,13.292379712166,76
"4",4,6820,-0.507460966714356,-0.375635191401355,-0.990132289197389,13.0484295851059,69
"5",5,6825,0.680606785431459,1.12129852267814,0.110453004372617,10.4969599803668,24
"6",6,6833,2.2823767012709,2.61105640054955,0.477314768895952,8.26677160209724,9
"7",7,6837,-0.921163130407987,-0.405865479243678,-0.990132289197389,13.4674392785547,88
"8",8,6838,1.10491669691211,1.30764757169522,2.67848535603596,7.4719004262838,4
"9",9,6846,0.309335612885892,-0.351824244283955,-0.623270524674054,11.8605907544787,45
"10",10,6862,-0.921163130407987,-0.416236576085,-0.990132289197389,13.4692601313817,89
"11",11,6879,-0.921163130407987,-0.417101293416805,-0.623270524674054,13.1025501852265,72
"12",12,6888,-0.687792679093631,-0.354114231261887,0.477314768895952,11.7575358057594,44
"13",13,6901,0.574529307561297,0.506629266658659,-0.623270524674054,11.4446784303107,38
"14",14,6905,-0.921163130407987,-0.421382503841344,-0.990132289197389,13.4701636015976,92
"15",15,6911,0.500275073052183,-0.369868699609563,-0.256408760150718,11.3059575936876,35
"16",16,6929,0.436628586330086,-0.374947357826648,-0.990132289197389,12.1042192691635,49
"17",17,6936,0.988231471254928,-0.0495012868505885,1.94476182698929,8.560583721624,11
"18",18,6937,-0.868124391472906,-0.356986014748866,-0.990132289197389,13.4058187750801,78
"19",19,6938,-0.804477904750809,-0.0175840634632807,-0.990132289197389,13.2825835088926,75
"20",20,6993,-0.63475394015855,0.342765641159001,1.57790006246596,10.4815606174218,23
"21",21,6995,-0.762046913602744,-0.416305946407712,0.110453004372617,12.2095708003497,52
"22",22,7007,-0.899947634833955,-0.396908741089306,-0.990132289197389,13.4446512490203,81
"23",23,7010,0.394197595182021,-0.356511948204217,1.21103829794262,9.94224296945144,19
"24",24,7016,-0.889339887046939,-0.4206799519318,-0.623270524674054,13.0713552467182,70
"25",25,7021,-0.422598984418226,-0.338805890113863,-0.256408760150718,12.223377955628,54
"26",26,7025,-0.921163130407987,-0.423352407113081,-0.256408760150718,12.7367859283458,64
"27",27,7027,-0.54989195786242,-0.354518237467779,-0.256408760150718,12.3534295449193,58
"28",28,7028,0.738949398260048,0.789694054688022,0.844176533419288,9.76311361430003,16
"29",29,7029,-0.804477904750809,-0.36224754020322,-0.990132289197389,13.3430960540546,77
"30",30,7031,-0.645361687945566,-0.386989074901358,-0.990132289197389,13.1883237069566,74
"31",31,7032,-0.921163130407987,-0.423352407113081,-0.256408760150718,12.7367859283458,64
"32",32,7033,-0.868124391472906,-0.37242745802018,1.21103829794262,11.2073592411743,33
"33",33,7038,-0.443814479992258,-0.377120647488616,-0.256408760150718,12.2513203707699,55
"34",34,7040,1.15265156195368,-0.338470561701253,-0.990132289197389,11.3817920647142,36
"35",35,7045,-0.433206732205242,-0.414717132341107,0.844176533419288,11.1467281419187,32
"36",36,7047,0.0335341704234705,-0.423352407113081,-0.623270524674054,12.1489503920377,51
