"","id1","id2","n","actor.obs","subject.obs","ave.obs","frequency"
"499","7059","6833",0,0,0,0,0
"500","7060","6833",2,24.8333333333333,43,33.9166666666667,0.058968058968059
"501","7064","6833",0,0,0,0,0
"502","7065","6833",0,0,0,0,0
"503","7072","6833",6,39.6666666666667,43,41.3333333333333,0.145161290322581
"504","7073","6833",0,0,0,0,0
"505","7078","6833",0,0,0,0,0
"506","7079","6833",1,29.8333333333333,43,36.4166666666667,0.0274599542334096
"507","7080","6833",0,0,0,0,0
"508","7083","6833",0,0,0,0,0
"509","7084","6833",0,0,0,0,0
"510","7085","6833",0,0,0,0,0
"511","7088","6833",0,0,0,0,0
"512","7091","6833",0,0,0,0,0
"513","7095","6833",0,0,0,0,0
"514","7098","6833",0,0,0,0,0
"515","7099","6833",0,0,0,0,0
"516","7100","6833",0,0,0,0,0
"517","7102","6833",0,0,0,0,0
"518","7103","6833",0,0,0,0,0
"519","7107","6833",0,0,0,0,0
"520","7108","6833",0,0,0,0,0
"521","7110","6833",0,0,0,0,0
"522","7114","6833",0,0,0,0,0
"523","7115","6833",4,40.5,43,41.75,0.0958083832335329
"524","7117","6833",0,0,0,0,0
"525","7125","6833",15,39.5,43,41.25,0.363636363636364
"526","7130","6833",0,0,0,0,0
"527","7132","6833",0,0,0,0,0
"528","7135","6833",1,22.8333333333333,43,32.9166666666667,0.030379746835443
"529","7136","6833",0,0,0,0,0
"530","7138","6833",0,0,0,0,0
"531","7140","6833",0,0,0,0,0
"532","7141","6833",0,0,0,0,0
"533","7145","6833",0,0,0,0,0
"534","7149","6833",0,0,0,0,0
"535","7166","6833",3,35.8333333333333,43,39.4166666666667,0.0761099365750528
"536","7167","6833",0,0,0,0,0
"537","7169","6833",0,0,0,0,0
"538","7170","6833",0,0,0,0,0
"539","7171","6833",3,39.8333333333333,43,41.4166666666667,0.0724346076458752
"540","7175","6833",0,0,0,0,0
"541","7183","6833",0,0,0,0,0
"542","7186","6833",0,0,0,0,0
"543","7191","6833",0,0,0,0,0
"544","7192","6833",0,0,0,0,0
"545","7193","6833",0,0,0,0,0
"546","7194","6833",0,0,0,0,0
"547","7196","6833",0,0,0,0,0
"548","7197","6833",0,0,0,0,0
"549","7198","6833",0,0,0,0,0
"550","7199","6833",0,0,0,0,0
"551","7200","6833",0,0,0,0,0
"552","7202","6833",0,0,0,0,0
"553","6814","6837",0,0,0,0,0
"554","6818","6837",0,0,0,0,0
"555","6819","6837",0,0,0,0,0
"556","6820","6837",0,0,0,0,0
"557","6825","6837",0,0,0,0,0
"558","6833","6837",0,0,0,0,0
"559","6838","6837",0,0,0,0,0
"560","6846","6837",0,0,0,0,0
"561","6862","6837",0,0,0,0,0
"562","6879","6837",0,0,0,0,0
"563","6888","6837",0,0,0,0,0
"564","6901","6837",0,0,0,0,0
"565","6905","6837",0,0,0,0,0
"566","6911","6837",0,0,0,0,0
"567","6929","6837",0,0,0,0,0
"568","6936","6837",0,0,0,0,0
"569","6937","6837",0,0,0,0,0
"570","6938","6837",0,0,0,0,0
"571","6993","6837",0,0,0,0,0
"572","6995","6837",0,0,0,0,0
"573","7007","6837",0,0,0,0,0
"574","7010","6837",0,0,0,0,0
"575","7016","6837",0,0,0,0,0
"576","7021","6837",0,0,0,0,0
"577","7025","6837",0,0,0,0,0
"578","7027","6837",0,0,0,0,0
"579","7028","6837",0,0,0,0,0
"580","7029","6837",0,0,0,0,0
"581","7031","6837",0,0,0,0,0
"582","7032","6837",0,0,0,0,0
"583","7033","6837",0,0,0,0,0
"584","7038","6837",0,0,0,0,0
"585","7040","6837",0,0,0,0,0
"586","7045","6837",0,0,0,0,0
"587","7047","6837",0,0,0,0,0
"588","7053","6837",0,0,0,0,0
"589","7055","6837",0,0,0,0,0
"590","7056","6837",0,0,0,0,0
"591","7059","6837",0,0,0,0,0
