"","X","id","proximity","affiliative","agonistic","BordaScore","Borda"
"1",1,6814,-0.770828575473599,0.0760618811759462,-0.864397885571184,15.429624728158,83
"2",2,6818,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
"3",3,6833,-0.665070176806038,-0.422958462948125,-0.0271335659147906,14.5770072488809,65
"4",4,6879,1.18570179987629,-0.512243351954419,0.391498593913406,12.3237784483641,18
"5",5,6888,-0.124527250282946,-0.49066040384529,-0.864397885571184,14.8859938937676,72
"6",6,6905,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
"7",7,6937,-0.559311778138476,-0.509755604794856,-0.445765725742987,14.9056056522323,73
"8",8,7010,1.10932073417194,3.48394559445907,1.647395073398,10.4202917151158,6
"9",9,7038,0.369011943499006,-0.391657259230942,0.391498593913406,13.1186222724768,26
"10",10,7040,1.40896953039669,-0.321305659770278,-0.864397885571184,13.321815886757,31
"11",11,7055,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
"12",12,7065,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
"13",13,7072,-0.659194710213395,3.14842466641859,0.810130753741603,13.0868562749316,24
"14",14,7083,0.463019408981283,-0.506895087671086,-0.0271335659147906,13.4641240784476,38
"15",15,7139,0.163370612756526,-0.344048848092047,0.810130753741603,12.8970064447506,23
"16",16,7186,-0.112776317097662,1.4505769878551,2.90329155288259,10.75486840045,7
"17",17,7190,-0.318417647840142,-0.510767579656143,0.391498593913406,13.8276305371462,46
"18",18,7194,-0.130402716875589,-0.383996577338052,0.391498593913406,13.6166490820635,40
"19",19,7197,-0.770828575473599,-0.517283154185821,-0.864397885571184,15.5371183411755,100
"20",20,7204,-0.770828575473599,-0.518690893053735,-0.0271335659147906,14.7001090551473,68
"21",21,7207,0.750917272020755,4.4617002883477,-0.0271335659147906,12.2760884595327,16
"22",22,7214,-0.717949376139818,-0.511004911413367,-0.864397885571184,15.4831017412421,85
"23",23,7218,-0.0246443182080275,-0.467950057652239,-0.445765725742987,14.3633644720569,61
"24",24,7219,-0.51818351198998,-0.374036710968843,-0.445765725742987,14.8398898132844,70
"25",25,7220,-0.524058978582623,0.673028432812343,0.810130753741603,13.4001767853558,36
"26",26,7221,0.474770342166567,-0.518690893053735,-0.864397885571184,14.2917744571635,58
"27",27,7222,1.5911089947686,1.0893093777357,1.2287629135698,10.7909609325979,8
"28",28,7225,-0.770828575473599,-0.261159507991569,-0.445765725742987,15.0720854288883,78
"29",29,7227,-0.770828575473599,0.0858721150313703,0.810130753741603,13.7533188135352,44
"30",30,7230,-0.74732670910303,3.01051658616006,0.810130753741603,13.1999724515388,30
"31",31,7232,0.715664472464902,-0.406256564309304,1.647395073398,11.5187181535204,15
"32",32,7233,0.451268475795998,-0.417103271987972,-0.864397885571184,14.2968721577024,59
"33",33,7234,0.322008210757868,0.0784002879130428,-0.864397885571184,14.3363643034466,60
"34",34,7236,-0.124527250282946,-0.436319662765713,-0.445765725742987,14.4575170697987,64
"35",35,7246,1.11519620076458,-0.211878925776841,-0.445765725742987,13.1771327144048,28
"36",36,7253,-0.300791248062215,0.575064770125645,-0.0271335659147906,14.0319210043177,51
"37",37,7255,-0.242036582135792,1.34310889327395,2.48465939305439,11.3222303297061,14
"38",38,7263,2.48417991685023,-0.175333650833973,4.57782019219538,6.77794233965117,1
"39",39,7265,-0.659194710213395,1.47735568379006,-0.0271335659147906,14.2268605381939,57
"40",40,7267,-0.659194710213395,5.00112576121623,0.391498593913406,13.1698430300589,27
"41",41,7268,2.9659681774469,-0.396607167961076,-0.0271335659147906,10.9411949507386,9
"42",42,7270,-0.336044047618069,-0.513720361853964,-0.445765725742987,14.6830561986597,66
"43",43,7271,-0.541685378360549,-0.418213357523142,-0.0271335659147906,14.4527628013343,63
"44",44,7274,-0.770828575473599,-0.445548590252446,-0.445765725742987,15.1054903576767,81
"45",45,7276,0.245627145053518,-0.126968896689002,0.391498593913406,13.1940546878776,29
"46",46,7278,-0.641568310435468,-0.514141679936124,-0.445765725742987,14.9886567897519,76
"47",47,7279,3.2303641741158,-0.402987919033147,-0.445765725742987,11.0965870854585,10
"48",48,7280,-0.759077642288314,-0.339135191288461,-0.864397885571184,15.4930931543229,87
"49",49,7286,-0.371296847173923,-0.468866479521423,-0.445765725742987,14.7101830249918,69
"50",50,7290,-0.770828575473599,0.0109721676530519,-0.445765725742987,15.0227845747677,77
"51",51,7291,-0.435926979692988,0.437439153393384,0.810130753741603,13.3547254213813,33
"52",52,7295,0.468894875573925,-0.266538720911041,2.06602723322619,11.3215435463344,13
"53",53,7298,-0.588689111101688,0.0452825492631411,-0.0271335659147906,14.4157970952667,62
"54",54,7302,-0.153904583246158,-0.500954704276899,0.391498593913406,13.6613397186894,42
"55",55,7304,-0.153904583246158,-0.441299883534012,-0.864397885571184,14.9064288064653,74
"56",56,7313,-0.770828575473599,-0.441676640672477,-0.864397885571184,15.5234210540646,92
"57",57,7314,-0.723824842732461,-0.514667136050834,-0.864397885571184,15.489640676364,86
"58",58,7315,0.639283406760552,0.305507018713248,0.810130753741603,12.3034165778491,17
"59",59,7323,-0.770828575473599,-0.489238583296828,-0.864397885571184,15.5320376342163,97
"60",60,7324,0.96830953594852,0.197880246646165,-0.0271335659147906,12.8311530195835,22
"61",61,7328,1.64398819410238,1.20492681287294,0.810130753741603,11.135768009854,12
"62",62,7334,0.110491413422745,-0.340544077577999,-0.445765725742987,14.2051471802849,56
"63",63,7339,-0.230285648950508,-0.445507980803689,-0.0271335659147906,14.1463079142968,54
"64",64,7340,0.598155140612056,-0.487612407305778,-0.864397885571184,14.1627593112455,55
"65",65,7342,1.38546766402612,0.413261273320349,1.2287629135698,11.1190788140592,11
"66",66,7345,-0.0305197848006698,-0.508444890982862,-0.0271335659147906,13.9579440430249,50
"67",67,7346,0.768543671798682,-0.265529864074516,0.391498593913406,12.6962406194321,20
"68",68,7352,-0.753202175695672,-0.513309027284129,-0.445765725742987,15.1001398071299,79
"69",69,7355,1.85550499143751,0.609724212974338,1.647395073398,10.1948170323723,4
"70",70,7363,-0.770828575473599,-0.443613483700682,-0.864397885571184,15.5237719430795,93
"71",71,7366,-0.770828575473599,-0.508886413016601,-0.864397885571184,15.5355971418867,98
"72",72,7367,0.27500447801673,-0.496926001937472,-0.0271335659147906,13.6503329556321,41
"73",73,7369,-0.629817377250184,-0.077167261316565,0.391498593913406,14.0604768751127,52
"74",74,7380,0.233876211868233,0.0591115207369557,-0.0271335659147906,13.5907264406273,39
"75",75,7381,-0.770828575473599,-0.487517090994114,-0.864397885571184,15.5317257593099,96
"76",76,7384,-0.394798713544492,-0.159047016695972,0.391498593913406,13.8402919931262,48
"77",77,7386,0.19862341231238,-0.341794470660989,-0.0271335659147906,13.6986095495772,43
