"","X","id","proximity","affiliative","agonistic","BordaScore","Borda"
"78",78,7390,1.13869806713515,-0.323146697948049,-0.0271335659147906,12.7551565628494,21
"79",79,7391,-0.635692843842826,0.878315080644589,1.647395073398,12.6373554855584,19
"80",80,7398,-0.770828575473599,-0.428074430623903,-0.864397885571184,15.5209568037279,91
"81",81,7399,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
"82",82,7407,-0.253787515321077,-0.501869580459444,0.391498593913406,13.7613883947083,45
"83",83,7410,-0.359545913988638,-0.297763371362846,0.391498593913406,13.8301698026748,47
"84",84,7424,-0.195032849394654,-0.512111715720636,-0.864397885571184,14.9603857291837,75
"85",85,7425,-0.764953108880956,-0.518690893053735,-0.864397885571184,15.531497908211,95
"86",86,7426,1.29733566513649,-0.393924607173744,-0.864397885571184,13.4466057954063,37
"87",87,7427,4.32320096034727,0.276607827630894,1.647395073398,7.78747023920656,2
"88",88,7430,-0.764953108880956,-0.515121701158802,-0.864397885571184,15.5308512939993,94
"89",89,7433,-0.753202175695672,-0.516996405956965,-0.445765725742987,15.100807832701,80
"90",90,7443,-0.717949376139818,-0.448018509561585,1.2287629135698,13.3785299830427,34
"91",91,7448,-0.770828575473599,0.257325148901073,-0.864397885571184,15.3967860889281,82
"92",92,7450,-0.735575775917745,-0.518690893053735,-0.864397885571184,15.5021205752478,89
"93",93,7452,-0.770828575473599,-0.511033806699271,-0.864397885571184,15.535986175403,99
"94",94,7453,0.909554870022097,0.0977703899085206,-0.445765725742987,13.3266762913485,32
"95",95,7455,-0.582813644509045,-0.508540610792332,0.391498593913406,14.0916230840262,53
"96",96,7456,-0.764953108880956,-0.437788917206918,-0.864397885571184,15.5168412663488,90
"97",97,7460,0.12224234660803,1.75173241472761,-0.0271335659147906,13.3957159008272,35
"98",98,7461,-0.770828575473599,0.0259515528608097,-0.864397885571184,15.4387029877188,84
"99",99,7462,-0.764953108880956,-0.350596675426745,-0.864397885571184,15.5010450457057,88
"100",100,7472,0.439517542610714,1.1079257198822,2.90329155288259,10.2646511076703,5
"101",101,7474,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
"102",102,7475,1.23858099921007,-0.461703515807017,-0.445765725742987,13.0990074971515,25
"103",103,7477,0.410140209647502,-0.300587091616612,-0.445765725742987,13.8982595592107,49
"104",104,7479,-0.524058978582623,-0.493504665337388,-0.445765725742987,14.8674087441171,71
"105",105,7480,2.84845884559405,-0.40149596504973,1.647395073398,9.3850613243429,3
"106",106,7482,-0.770828575473599,-0.518690893053734,-0.864397885571184,15.5373733748037,101
"107",107,7485,-0.770828575473599,-0.478574879558144,-0.0271335659147906,14.692841420005,67
"108",108,7486,-0.770828575473599,-0.518690893053735,-0.864397885571184,15.5373733748037,101
