"","id1","id2","n","n_behave","n_scan","actor.obs","subject.obs","ave.obs","frequency"
"155","7010","7130",1,1,0,25.1666666666667,8.66666666666667,16.9166666666667,0.0591133004926108
"156","7016","6862",7,6,1,14.1666666666667,10,12.0833333333333,0.579310344827586
"157","7016","7100",1,1,0,14.1666666666667,16.3333333333333,15.25,0.0655737704918033
"158","7016","7186",4,2,2,14.1666666666667,13.3333333333333,13.75,0.290909090909091
"159","7021","7073",4,1,3,29,22.5,25.75,0.155339805825243
"160","7021","7078",2,1,1,29,22,25.5,0.0784313725490196
"161","7021","7103",6,4,2,29,24.5,26.75,0.224299065420561
"162","7021","7136",6,4,2,29,29.1666666666667,29.0833333333333,0.206303724928367
"163","7021","7194",2,2,0,29,27.1666666666667,28.0833333333333,0.0712166172106825
"164","7027","6888",13,9,4,26.5,24.5,25.5,0.509803921568627
"165","7027","6911",4,3,1,26.5,23.3333333333333,24.9166666666667,0.160535117056856
"166","7027","7033",4,2,2,26.5,32.5,29.5,0.135593220338983
"167","7027","7038",10,5,5,26.5,22.5,24.5,0.408163265306122
"168","7027","7056",1,1,0,26.5,8.16666666666667,17.3333333333333,0.0576923076923077
"169","7027","7079",4,1,3,26.5,29.8333333333333,28.1666666666667,0.142011834319527
"170","7027","7167",8,3,5,26.5,24.1666666666667,25.3333333333333,0.315789473684211
"171","7027","7169",4,1,3,26.5,24.3333333333333,25.4166666666667,0.157377049180328
"172","7027","7171",1,1,0,26.5,39.8333333333333,33.1666666666667,0.0301507537688442
"173","7028","6818",2,2,0,36,32.3333333333333,34.1666666666667,0.0585365853658536
"174","7028","6825",2,2,0,36,27,31.5,0.0634920634920635
"175","7028","6993",5,2,3,36,27.1666666666667,31.5833333333333,0.158311345646438
"176","7028","7038",1,1,0,36,22.5,29.25,0.0341880341880342
"177","7028","7055",1,1,0,36,28.6666666666667,32.3333333333333,0.0309278350515464
"178","7028","7056",1,1,0,36,8.16666666666667,22.0833333333333,0.0452830188679245
"179","7028","7059",9,7,2,36,24.8333333333333,30.4166666666667,0.295890410958904
"180","7028","7060",3,1,2,36,24.8333333333333,30.4166666666667,0.0986301369863014
"181","7028","7079",1,1,0,36,29.8333333333333,32.9166666666667,0.030379746835443
"182","7028","7107",7,2,5,36,31,33.5,0.208955223880597
"183","7028","7115",2,1,1,36,40.5,38.25,0.0522875816993464
"184","7028","7125",3,3,0,36,39.5,37.75,0.0794701986754967
"185","7028","7135",9,5,4,36,22.8333333333333,29.4166666666667,0.305949008498584
"186","7028","7167",1,1,0,36,24.1666666666667,30.0833333333333,0.0332409972299169
"187","7028","7171",4,2,2,36,39.8333333333333,37.9166666666667,0.105494505494505
"188","7029","6911",1,1,0,14.1666666666667,23.3333333333333,18.75,0.0533333333333333
"189","7029","6938",4,3,1,14.1666666666667,24,19.0833333333333,0.209606986899563
"190","7029","7031",5,4,1,14.1666666666667,12.6666666666667,13.4166666666667,0.372670807453416
"191","7029","7055",3,3,0,14.1666666666667,28.6666666666667,21.4166666666667,0.140077821011673
"192","7029","7056",7,6,1,14.1666666666667,8.16666666666667,11.1666666666667,0.626865671641791
"193","7029","7169",1,1,0,14.1666666666667,24.3333333333333,19.25,0.051948051948052
"194","7029","7191",1,1,0,14.1666666666667,7.66666666666667,10.9166666666667,0.0916030534351145
"195","7029","7193",6,6,0,14.1666666666667,25.6666666666667,19.9166666666667,0.301255230125523
"196","7029","7202",2,2,0,14.1666666666667,5.5,9.83333333333333,0.203389830508475
"197","7031","6846",1,1,0,12.6666666666667,29,20.8333333333333,0.048
"198","7031","6936",1,1,0,12.6666666666667,25.8333333333333,19.25,0.051948051948052
"199","7031","6938",4,1,3,12.6666666666667,24,18.3333333333333,0.218181818181818
"200","7031","7055",1,1,0,12.6666666666667,28.6666666666667,20.6666666666667,0.0483870967741935
"201","7031","7056",1,1,0,12.6666666666667,8.16666666666667,10.4166666666667,0.096
"202","7031","7191",3,1,2,12.6666666666667,7.66666666666667,10.1666666666667,0.295081967213115
"203","7031","7193",2,1,1,12.6666666666667,25.6666666666667,19.1666666666667,0.104347826086957
"204","7031","7202",2,1,1,12.6666666666667,5.5,9.08333333333333,0.220183486238532
"205","7032","6879",4,2,2,6,7.33333333333333,6.66666666666667,0.6
"206","7032","7064",11,4,7,6,4.83333333333333,5.41666666666667,2.03076923076923
"207","7033","6888",3,1,2,32.5,24.5,28.5,0.105263157894737
"208","7033","6911",5,5,0,32.5,23.3333333333333,27.9166666666667,0.17910447761194
"209","7033","7027",9,4,5,32.5,26.5,29.5,0.305084745762712
"210","7033","7079",3,2,1,32.5,29.8333333333333,31.1666666666667,0.0962566844919786
"211","7033","7167",4,1,3,32.5,24.1666666666667,28.3333333333333,0.141176470588235
"212","7033","7169",6,2,4,32.5,24.3333333333333,28.4166666666667,0.211143695014663
"213","7038","6888",11,7,4,22.5,24.5,23.5,0.468085106382979
"214","7038","6911",5,4,1,22.5,23.3333333333333,22.9166666666667,0.218181818181818
"215","7038","7027",11,5,6,22.5,26.5,24.5,0.448979591836735
"216","7038","7047",1,1,0,22.5,2.83333333333333,12.6666666666667,0.0789473684210526
"217","7038","7079",1,1,0,22.5,29.8333333333333,26.1666666666667,0.0382165605095541
"218","7038","7169",5,2,3,22.5,24.3333333333333,23.4166666666667,0.213523131672598
"219","7038","7171",1,1,0,22.5,39.8333333333333,31.1666666666667,0.0320855614973262
"220","7040","6911",1,1,0,36,23.3333333333333,29.6666666666667,0.0337078651685393
"221","7040","7083",1,1,0,36,18.1666666666667,27.0833333333333,0.0369230769230769
"222","7040","7117",15,7,8,36,32.6666666666667,34.3333333333333,0.436893203883495
"223","7040","7138",16,11,5,36,31.8333333333333,33.9166666666667,0.471744471744472
"224","7040","7167",1,1,0,36,24.1666666666667,30.0833333333333,0.0332409972299169
"225","7040","7183",8,5,3,36,34.8333333333333,35.4166666666667,0.225882352941176
"226","7040","7197",1,1,0,36,23.6666666666667,29.8333333333333,0.0335195530726257
"227","7045","6888",1,1,0,18.8333333333333,24.5,21.6666666666667,0.0461538461538462
"228","7045","6911",5,3,2,18.8333333333333,23.3333333333333,21.0833333333333,0.237154150197628
"229","7045","7099",1,1,0,18.8333333333333,20,19.4166666666667,0.0515021459227468
"230","7045","7100",17,14,3,18.8333333333333,16.3333333333333,17.5833333333333,0.966824644549763
"231","7047","7032",1,1,0,2.83333333333333,6,4.41666666666667,0.226415094339623
"232","7047","7064",2,1,1,2.83333333333333,4.83333333333333,3.83333333333333,0.521739130434783
"233","7053","6846",9,3,6,28.5,29,28.75,0.31304347826087
"234","7053","6929",8,2,6,28.5,27.5,28,0.285714285714286
"235","7053","6936",1,1,0,28.5,25.8333333333333,27.1666666666667,0.0368098159509202
"236","7053","7010",1,1,0,28.5,25.1666666666667,26.8333333333333,0.0372670807453416
"237","7053","7040",1,1,0,28.5,36,32.25,0.0310077519379845
"238","7053","7073",11,4,7,28.5,22.5,25.5,0.431372549019608
"239","7053","7088",9,4,5,28.5,23.6666666666667,26.0833333333333,0.345047923322684
"240","7053","7136",1,1,0,28.5,29.1666666666667,28.8333333333333,0.0346820809248555
"241","7053","7183",3,2,1,28.5,34.8333333333333,31.6666666666667,0.0947368421052632
"242","7055","6833",3,3,0,28.6666666666667,43,35.8333333333333,0.0837209302325581
"243","7055","6938",6,5,1,28.6666666666667,24,26.3333333333333,0.227848101265823
"244","7055","6993",3,3,0,28.6666666666667,27.1666666666667,27.9166666666667,0.107462686567164
"245","7055","7029",6,4,2,28.6666666666667,14.1666666666667,21.4166666666667,0.280155642023346
"246","7055","7031",2,2,0,28.6666666666667,12.6666666666667,20.6666666666667,0.0967741935483871
"247","7055","7056",7,4,3,28.6666666666667,8.16666666666667,18.4166666666667,0.380090497737557
"248","7055","7059",4,2,2,28.6666666666667,24.8333333333333,26.75,0.149532710280374
"249","7055","7060",1,1,0,28.6666666666667,24.8333333333333,26.75,0.0373831775700935
"250","7055","7167",2,2,0,28.6666666666667,24.1666666666667,26.4166666666667,0.0757097791798107
"251","7055","7191",2,2,0,28.6666666666667,7.66666666666667,18.1666666666667,0.110091743119266
"252","7055","7193",5,2,3,28.6666666666667,25.6666666666667,27.1666666666667,0.184049079754601
"253","7056","6938",4,4,0,8.16666666666667,24,16.0833333333333,0.248704663212435
"254","7056","7029",2,1,1,8.16666666666667,14.1666666666667,11.1666666666667,0.17910447761194
"255","7056","7031",1,1,0,8.16666666666667,12.6666666666667,10.4166666666667,0.096
"256","7056","7055",5,4,1,8.16666666666667,28.6666666666667,18.4166666666667,0.271493212669683
"257","7056","7064",1,1,0,8.16666666666667,4.83333333333333,6.5,0.153846153846154
"258","7056","7095",1,1,0,8.16666666666667,12.3333333333333,10.25,0.0975609756097561
"259","7056","7191",3,1,2,8.16666666666667,7.66666666666667,7.91666666666667,0.378947368421053
"260","7056","7193",4,3,1,8.16666666666667,25.6666666666667,16.9166666666667,0.236453201970443
"261","7059","6833",1,1,0,24.8333333333333,43,33.9166666666667,0.0294840294840295
"262","7059","6838",2,2,0,24.8333333333333,37.8333333333333,31.3333333333333,0.0638297872340425
"263","7059","6901",6,5,1,24.8333333333333,35.6666666666667,30.25,0.198347107438017
"264","7059","6993",7,4,3,24.8333333333333,27.1666666666667,26,0.269230769230769
"265","7059","7028",7,3,4,24.8333333333333,36,30.4166666666667,0.23013698630137
"266","7059","7053",1,1,0,24.8333333333333,28.5,26.6666666666667,0.0375
"267","7059","7055",1,1,0,24.8333333333333,28.6666666666667,26.75,0.0373831775700935
"268","7059","7060",1,1,0,24.8333333333333,24.8333333333333,24.8333333333333,0.0402684563758389
"269","7059","7107",4,2,2,24.8333333333333,31,27.9166666666667,0.143283582089552
"270","7059","7171",6,4,2,24.8333333333333,39.8333333333333,32.3333333333333,0.185567010309278
"271","7059","7200",1,1,0,24.8333333333333,18.1666666666667,21.5,0.0465116279069767
"272","7060","6833",1,1,0,24.8333333333333,43,33.9166666666667,0.0294840294840295
"273","7060","6879",1,1,0,24.8333333333333,7.33333333333333,16.0833333333333,0.0621761658031088
"274","7060","6993",4,4,0,24.8333333333333,27.1666666666667,26,0.153846153846154
"275","7060","7055",2,1,1,24.8333333333333,28.6666666666667,26.75,0.0747663551401869
"276","7060","7059",3,1,2,24.8333333333333,24.8333333333333,24.8333333333333,0.120805369127517
"277","7060","7107",3,1,2,24.8333333333333,31,27.9166666666667,0.107462686567164
"278","7060","7135",6,3,3,24.8333333333333,22.8333333333333,23.8333333333333,0.251748251748252
"279","7064","6879",4,2,2,4.83333333333333,7.33333333333333,6.08333333333333,0.657534246575343
"280","7064","7025",1,1,0,4.83333333333333,0.833333333333333,2.83333333333333,0.352941176470588
"281","7064","7032",10,6,4,4.83333333333333,6,5.41666666666667,1.84615384615385
"282","7064","7047",2,1,1,4.83333333333333,2.83333333333333,3.83333333333333,0.521739130434783
"283","7065","6837",16,9,7,20,11.5,15.75,1.01587301587302
"284","7065","6995",4,2,2,20,22.1666666666667,21.0833333333333,0.189723320158103
"285","7065","7132",7,2,5,20,24.8333333333333,22.4166666666667,0.312267657992565
"286","7065","7140",10,7,3,20,19.6666666666667,19.8333333333333,0.504201680672269
"287","7065","7141",6,4,2,20,21.8333333333333,20.9166666666667,0.286852589641434
"288","7072","6818",2,1,1,39.6666666666667,32.3333333333333,36,0.0555555555555556
"289","7072","6825",3,2,1,39.6666666666667,27,33.3333333333333,0.09
"290","7072","6833",16,6,10,39.6666666666667,43,41.3333333333333,0.387096774193548
"291","7072","6838",1,1,0,39.6666666666667,37.8333333333333,38.75,0.0258064516129032
"292","7072","6938",2,1,1,39.6666666666667,24,31.8333333333333,0.06282722513089
"293","7072","7028",3,2,1,39.6666666666667,36,37.8333333333333,0.079295154185022
"294","7072","7115",8,1,7,39.6666666666667,40.5,40.0833333333333,0.1995841995842
"295","7072","7125",5,1,4,39.6666666666667,39.5,39.5833333333333,0.126315789473684
"296","7072","7135",4,2,2,39.6666666666667,22.8333333333333,31.25,0.128
"297","7072","7166",10,5,5,39.6666666666667,35.8333333333333,37.75,0.264900662251656
"298","7072","7171",4,1,3,39.6666666666667,39.8333333333333,39.75,0.10062893081761
"299","7073","6929",7,2,5,22.5,27.5,25,0.28
"300","7073","7021",2,2,0,22.5,29,25.75,0.0776699029126214
"301","7073","7053",9,1,8,22.5,28.5,25.5,0.352941176470588
"302","7073","7078",3,2,1,22.5,22,22.25,0.134831460674157
"303","7073","7103",3,1,2,22.5,24.5,23.5,0.127659574468085
"304","7073","7136",1,1,0,22.5,29.1666666666667,25.8333333333333,0.0387096774193548
"305","7073","7194",2,2,0,22.5,27.1666666666667,24.8333333333333,0.0805369127516778
"306","7078","6820",3,2,1,22,23.8333333333333,22.9166666666667,0.130909090909091
"307","7078","6937",2,2,0,22,18.8333333333333,20.4166666666667,0.0979591836734694
"308","7078","7010",1,1,0,22,25.1666666666667,23.5833333333333,0.0424028268551237
"309","7078","7021",7,3,4,22,29,25.5,0.274509803921569
"310","7078","7083",1,1,0,22,18.1666666666667,20.0833333333333,0.0497925311203319
"311","7078","7103",7,5,2,22,24.5,23.25,0.301075268817204
"312","7078","7135",1,1,0,22,22.8333333333333,22.4166666666667,0.0446096654275093
"313","7078","7136",4,2,2,22,29.1666666666667,25.5833333333333,0.156351791530945
"314","7078","7141",1,1,0,22,21.8333333333333,21.9166666666667,0.0456273764258555
"315","7078","7170",1,1,0,22,24.8333333333333,23.4166666666667,0.0427046263345196
"316","7078","7175",1,1,0,22,26.5,24.25,0.0412371134020619
"317","7078","7194",9,3,6,22,27.1666666666667,24.5833333333333,0.366101694915254
"318","7079","6888",5,3,2,29.8333333333333,24.5,27.1666666666667,0.184049079754601
"319","7079","6911",3,1,2,29.8333333333333,23.3333333333333,26.5833333333333,0.112852664576803
"320","7079","7027",7,3,4,29.8333333333333,26.5,28.1666666666667,0.248520710059172
"321","7079","7038",4,1,3,29.8333333333333,22.5,26.1666666666667,0.152866242038217
"322","7079","7040",1,1,0,29.8333333333333,36,32.9166666666667,0.030379746835443
"323","7079","7045",2,1,1,29.8333333333333,18.8333333333333,24.3333333333333,0.0821917808219178
"324","7079","7064",1,1,0,29.8333333333333,4.83333333333333,17.3333333333333,0.0576923076923077
"325","7079","7085",1,1,0,29.8333333333333,21.1666666666667,25.5,0.0392156862745098
"326","7079","7100",3,3,0,29.8333333333333,16.3333333333333,23.0833333333333,0.129963898916968
"327","7079","7102",1,1,0,29.8333333333333,22.1666666666667,26,0.0384615384615385
"328","7079","7135",1,1,0,29.8333333333333,22.8333333333333,26.3333333333333,0.0379746835443038
"329","7079","7167",9,7,2,29.8333333333333,24.1666666666667,27,0.333333333333333
"330","7079","7169",4,2,2,29.8333333333333,24.3333333333333,27.0833333333333,0.147692307692308
